Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
22,83,46,Black,Rice,18,36,2,DAP
25,34,39,Sandy,Sugarcane,33,25,26,20-20
22,39,78,Loamy,Maize,5,42,17,Urea
29,81,26,Sandy,Cotton,44,8,16,MOP
25,58,59,Sandy,Wheat,14,14,9,DAP
35,61,59,Loamy,Cotton,9,23,36,Urea
36,60,49,Red,Sugarcane,41,23,28,28-28
38,31,27,Sandy,Cotton,35,34,46,20-20
22,41,21,Sandy,Wheat,45,47,49,28-28
37,56,33,Loamy,Maize,39,40,4,DAP
26,34,29,Black,Ground Nuts,5,24,46,Urea
28,66,69,Loamy,Sugarcane,43,25,5,DAP
39,56,37,Red,Rice,39,22,39,28-28
31,52,37,Black,Rice,5,5,34,Urea
24,62,35,Red,Maize,14,40,4,DAP
22,33,71,Sandy,Ground Nuts,28,26,49,20-20
30,88,24,Red,Cotton,24,18,14,20-20
23,50,71,Red,Rice,18,30,26,20-20
24,53,50,Loamy,Sugarcane,13,37,43,20-20
20,73,56,Black,Ground Nuts,2,42,38,Urea
37,60,39,Sandy,Wheat,49,31,32,28-28
31,73,42,Sandy,Cotton,41,1,23,MOP
32,77,51,Sandy,Ground Nuts,45,17,20,20-20
28,53,61,Black,Wheat,13,27,1,DAP
21,78,36,Black,Ground Nuts,38,6,18,MOP
24,82,32,Red,Ground Nuts,38,22,44,28-28
32,39,68,Red,Cotton,20,35,17,20-20
35,78,69,Black,Sugarcane,10,23,9,DAP
35,78,32,Sandy,Wheat,49,27,44,28-28
22,79,36,Black,Sugarcane,9,24,36,Urea
23,31,79,Loamy,Wheat,14,38,22,20-20
30,60,34,Black,Cotton,29,48,44,20-20
33,54,45,Black,Sugarcane,43,3,40,MOP
22,33,63,Sandy,Cotton,16,44,0,DAP
35,80,47,Red,Ground Nuts,28,18,5,DAP
34,40,61,Loamy,Ground Nuts,16,3,0,DAP
29,46,64,Loamy,Cotton,32,12,17,20-20
28,73,49,Loamy,Wheat,37,0,26,MOP
30,31,62,Black,Ground Nuts,20,33,47,20-20
35,35,54,Sandy,Wheat,46,6,39,MOP
29,38,41,Black,Sugarcane,13,24,37,20-20
36,34,29,Red,Rice,9,22,44,Urea
38,49,30,Sandy,Ground Nuts,41,29,16,20-20
21,58,57,Loamy,Ground Nuts,22,48,25,20-20
21,50,52,Black,Maize,38,6,12,MOP
25,38,25,Sandy,Wheat,38,44,9,DAP
38,57,56,Black,Cotton,13,16,37,20-20
27,84,26,Sandy,Maize,46,32,25,28-28
22,37,73,Loamy,Sugarcane,21,1,30,MOP
33,60,63,Red,Maize,40,37,22,28-28
35,49,31,Red,Maize,27,43,49,20-20
20,56,26,Black,Rice,46,12,19,20-20
22,37,21,Loamy,Rice,8,31,22,Urea
37,83,79,Black,Maize,22,21,44,20-20
28,50,20,Black,Rice,6,8,26,Urea
25,57,42,Sandy,Rice,23,16,14,20-20
20,52,44,Sandy,Maize,42,17,37,28-28
29,35,37,Sandy,Wheat,36,39,10,20-20
25,32,63,Loamy,Rice,8,39,7,Urea
31,34,26,Loamy,Maize,37,26,13,20-20
23,38,70,Black,Wheat,6,10,12,Urea
32,36,73,Sandy,Ground Nuts,22,27,21,20-20
36,89,22,Loamy,Rice,24,7,33,MOP
27,33,48,Black,Maize,45,49,0,DAP
39,68,29,Loamy,Rice,21,17,36,20-20
22,34,78,Black,Wheat,42,12,31,28-28
31,40,78,Red,Maize,6,32,10,Urea
26,44,62,Sandy,Wheat,5,14,9,Urea
31,63,24,Red,Ground Nuts,35,21,29,20-20
21,42,53,Black,Cotton,45,37,11,20-20
33,83,27,Black,Sugarcane,21,29,41,20-20
24,77,33,Sandy,Cotton,34,5,40,MOP
28,36,59,Sandy,Rice,48,44,33,28-28
30,69,74,Black,Wheat,46,33,24,28-28
24,35,25,Loamy,Maize,32,18,35,20-20
22,85,20,Sandy,Wheat,20,48,3,DAP
36,68,75,Black,Rice,10,32,20,20-20
21,79,52,Sandy,Maize,12,13,29,20-20
20,59,59,Sandy,Cotton,2,47,37,Urea
26,51,30,Red,Wheat,12,46,11,20-20
33,54,69,Red,Sugarcane,49,40,38,28-28
24,57,43,Loamy,Ground Nuts,40,18,24,28-28
38,83,29,Sandy,Ground Nuts,33,39,18,20-20
30,49,63,Black,Rice,27,14,1,DAP
21,68,71,Black,Rice,39,9,21,MOP
27,32,42,Sandy,Wheat,33,1,29,MOP
28,34,35,Sandy,Cotton,31,49,35,20-20
22,30,56,Loamy,Cotton,22,1,2,DAP
21,44,35,Loamy,Sugarcane,23,20,22,20-20
26,55,75,Loamy,Sugarcane,0,11,3,Urea
24,32,63,Black,Wheat,23,9,27,MOP
24,69,50,Red,Maize,2,11,13,Urea
39,86,25,Loamy,Cotton,16,38,5,DAP
32,70,49,Black,Maize,6,1,5,Urea
39,76,56,Loamy,Maize,9,0,40,Urea
25,71,20,Black,Wheat,18,1,36,MOP
39,63,70,Sandy,Sugarcane,23,22,6,DAP
37,81,61,Black,Maize,8,27,12,Urea
21,34,44,Sandy,Wheat,49,16,0,DAP
25,60,65,Black,Sugarcane,14,39,23,20-20
28,80,76,Red,Maize,48,20,33,28-28
22,42,40,Black,Maize,21,43,9,DAP
20,72,54,Sandy,Sugarcane,16,33,5,DAP
20,30,57,Red,Ground Nuts,18,8,3,DAP
38,51,24,Black,Sugarcane,8,16,7,Urea
24,44,68,Black,Rice,37,48,45,28-28
32,55,69,Loamy,Rice,18,41,47,20-20
38,47,31,Red,Wheat,7,44,14,Urea
31,77,24,Sandy,Wheat,5,31,44,Urea
35,38,28,Red,Cotton,48,4,11,MOP
38,30,63,Sandy,Rice,37,13,38,28-28
22,72,71,Loamy,Sugarcane,44,45,46,28-28
31,38,28,Loamy,Rice,20,46,5,DAP
24,52,54,Sandy,Ground Nuts,28,24,20,20-20
21,72,20,Sandy,Wheat,33,21,45,20-20
26,74,73,Sandy,Ground Nuts,11,4,31,MOP
32,87,66,Loamy,Wheat,38,37,31,28-28
34,31,29,Red,Ground Nuts,31,8,26,MOP
22,43,65,Loamy,Wheat,5,30,46,Urea
39,67,58,Black,Sugarcane,16,40,10,20-20
24,69,55,Loamy,Ground Nuts,31,20,21,20-20
27,47,77,Black,Maize,7,35,35,Urea
20,45,56,Black,Wheat,37,0,22,MOP
27,82,71,Loamy,Rice,28,21,36,20-20
37,58,67,Loamy,Maize,30,22,22,20-20
39,73,54,Loamy,Rice,18,22,26,20-20
35,40,36,Red,Wheat,8,14,33,Urea
37,35,32,Loamy,Sugarcane,27,45,19,20-20
39,32,25,Sandy,Maize,47,0,14,MOP
31,43,77,Loamy,Maize,49,5,41,MOP
32,89,56,Black,Wheat,38,39,3,DAP
32,31,67,Red,Ground Nuts,39,34,28,28-28
29,61,51,Red,Wheat,30,16,39,20-20
26,60,30,Black,Wheat,18,22,10,20-20
33,40,36,Red,Cotton,32,19,48,20-20
35,51,24,Red,Sugarcane,25,27,6,DAP
34,32,25,Sandy,Ground Nuts,44,36,10,20-20
31,79,29,Sandy,Sugarcane,0,17,41,Urea
28,60,72,Red,Wheat,10,6,32,MOP
27,62,52,Loamy,Cotton,1,48,29,Urea
37,53,49,Red,Wheat,34,46,31,20-20
37,30,40,Sandy,Wheat,12,19,39,20-20
32,73,61,Red,Sugarcane,38,23,36,28-28
37,44,36,Loamy,Cotton,33,15,12,20-20
34,66,46,Loamy,Sugarcane,33,12,6,DAP
23,56,22,Sandy,Wheat,34,27,23,20-20
36,67,79,Red,Rice,31,6,10,MOP
24,77,48,Sandy,Maize,44,14,30,28-28
35,56,21,Black,Ground Nuts,11,22,43,20-20
28,73,48,Sandy,Wheat,32,22,13,20-20
29,41,68,Sandy,Ground Nuts,17,30,43,20-20
37,32,55,Sandy,Cotton,4,4,25,Urea
36,59,53,Red,Rice,18,26,0,DAP
37,61,56,Black,Ground Nuts,30,43,5,DAP
26,52,61,Red,Ground Nuts,26,9,30,MOP
23,31,20,Loamy,Cotton,41,41,42,28-28
24,36,79,Black,Wheat,37,6,42,MOP
35,63,45,Sandy,Wheat,49,31,11,20-20
22,61,20,Sandy,Maize,14,22,0,DAP
37,82,78,Sandy,Cotton,45,46,5,DAP
33,68,77,Red,Rice,47,8,28,MOP
34,61,23,Loamy,Maize,3,28,29,Urea
36,72,58,Black,Cotton,18,26,12,20-20
20,72,33,Black,Wheat,20,37,29,20-20
36,43,65,Red,Maize,39,20,11,20-20
30,32,37,Loamy,Wheat,0,42,9,Urea
36,75,53,Black,Sugarcane,19,5,38,MOP
33,61,20,Red,Sugarcane,21,25,9,DAP
39,72,72,Loamy,Maize,12,19,17,20-20
38,65,41,Loamy,Maize,40,14,5,DAP
26,46,35,Black,Cotton,0,44,7,Urea
32,77,41,Black,Rice,14,37,19,20-20
37,32,69,Loamy,Rice,14,19,40,20-20
33,86,35,Black,Sugarcane,13,14,15,20-20
20,39,47,Red,Sugarcane,4,28,1,Urea
26,82,47,Loamy,Sugarcane,48,5,10,MOP
27,76,74,Black,Wheat,5,15,23,Urea
37,69,41,Black,Rice,40,0,18,MOP
28,47,75,Red,Maize,30,5,3,DAP
20,32,25,Black,Sugarcane,25,15,2,DAP
36,68,44,Black,Ground Nuts,24,32,14,20-20
38,39,61,Black,Cotton,48,6,39,MOP
25,81,21,Sandy,Maize,38,9,3,DAP
22,38,26,Red,Maize,39,7,42,MOP
24,75,72,Red,Maize,14,20,16,20-20
21,84,36,Sandy,Rice,5,25,8,Urea
39,75,54,Red,Sugarcane,0,36,24,Urea
23,40,39,Black,Cotton,40,17,0,DAP
29,89,63,Black,Wheat,6,3,39,Urea
29,62,21,Black,Cotton,3,19,1,Urea
30,65,26,Red,Cotton,0,47,44,Urea
35,55,51,Red,Ground Nuts,40,41,32,28-28
36,56,68,Loamy,Cotton,1,47,21,Urea
35,67,38,Sandy,Wheat,47,39,41,28-28
26,51,31,Red,Cotton,33,18,11,20-20
35,55,28,Loamy,Ground Nuts,34,32,26,20-20
22,51,46,Sandy,Cotton,45,22,10,20-20
35,34,33,Sandy,Sugarcane,12,8,41,MOP
27,64,21,Black,Ground Nuts,16,37,13,20-20
31,31,40,Black,Sugarcane,9,44,13,Urea
22,64,23,Loamy,Sugarcane,2,44,39,Urea
36,38,79,Loamy,Maize,3,17,42,Urea
37,80,70,Black,Ground Nuts,24,45,21,20-20
30,80,40,Black,Cotton,36,1,8,DAP
23,78,67,Sandy,Rice,42,47,14,20-20
35,47,41,Sandy,Rice,37,16,32,28-28
36,72,68,Red,Rice,28,15,18,20-20
28,41,21,Black,Wheat,0,45,30,Urea
25,32,36,Sandy,Sugarcane,29,44,17,20-20
39,47,38,Loamy,Sugarcane,38,47,11,20-20
21,85,59,Sandy,Sugarcane,9,23,39,Urea
28,67,43,Black,Ground Nuts,28,30,36,20-20
25,36,39,Sandy,Wheat,43,0,44,MOP
22,62,57,Black,Cotton,31,27,48,20-20
39,35,31,Sandy,Maize,43,48,0,DAP
25,47,44,Red,Ground Nuts,0,32,33,Urea
26,74,42,Red,Sugarcane,40,41,6,DAP
20,51,69,Loamy,Cotton,16,36,1,DAP
20,80,78,Loamy,Rice,11,38,21,20-20
24,68,53,Black,Maize,1,3,3,Urea
25,80,51,Black,Rice,8,0,44,Urea
32,38,70,Black,Cotton,11,32,45,20-20
21,64,43,Sandy,Cotton,24,9,19,MOP
34,52,61,Sandy,Rice,35,2,2,DAP
34,41,44,Sandy,Ground Nuts,43,36,8,DAP
32,81,22,Loamy,Maize,49,44,17,20-20
33,53,44,Black,Rice,34,20,15,20-20
26,79,47,Sandy,Rice,21,8,8,DAP
33,69,31,Loamy,Ground Nuts,32,39,18,20-20
29,38,45,Red,Rice,49,42,5,DAP
36,42,67,Black,Maize,20,23,43,20-20
33,69,63,Red,Wheat,39,45,14,20-20
27,83,27,Loamy,Maize,21,7,5,DAP
23,71,24,Black,Ground Nuts,27,23,4,DAP
35,46,30,Sandy,Rice,3,23,28,Urea
32,36,61,Loamy,Sugarcane,25,9,45,MOP
39,46,54,Red,Sugarcane,22,34,26,20-20
37,84,46,Red,Cotton,47,3,49,MOP
33,79,74,Red,Wheat,48,43,44,28-28
37,53,60,Loamy,Ground Nuts,22,8,40,MOP
24,31,63,Loamy,Cotton,40,10,25,28-28
28,64,57,Black,Cotton,7,42,27,Urea
22,57,38,Black,Sugarcane,31,47,31,20-20
27,48,67,Red,Maize,38,12,24,28-28
39,62,72,Loamy,Cotton,43,26,6,DAP
29,50,74,Black,Cotton,0,29,29,Urea
38,82,75,Loamy,Wheat,29,45,30,20-20
22,39,51,Sandy,Sugarcane,27,38,11,20-20
30,82,65,Loamy,Maize,16,11,8,DAP
30,75,47,Red,Wheat,22,18,33,20-20
36,74,55,Loamy,Maize,37,39,2,DAP
35,38,37,Red,Maize,23,3,36,MOP
26,67,29,Black,Cotton,21,48,49,20-20
23,35,51,Black,Wheat,4,33,27,Urea
38,80,37,Black,Cotton,24,22,45,20-20
31,82,31,Sandy,Rice,6,44,21,Urea
34,71,70,Red,Maize,21,25,25,20-20
30,84,27,Sandy,Wheat,43,6,18,MOP
24,64,52,Sandy,Sugarcane,36,17,20,20-20
24,47,65,Black,Cotton,33,41,36,20-20
34,82,74,Red,Rice,35,3,9,DAP
37,48,57,Loamy,Ground Nuts,48,7,15,MOP
30,34,33,Loamy,Rice,39,21,23,28-28
31,54,21,Red,Rice,19,25,24,20-20
21,40,28,Loamy,Cotton,36,12,25,28-28
39,39,63,Black,Sugarcane,16,45,0,DAP
34,46,24,Black,Wheat,3,16,3,Urea
39,65,53,Sandy,Maize,49,43,36,28-28
23,55,38,Black,Sugarcane,17,35,42,20-20
37,60,26,Loamy,Cotton,27,40,13,20-20
25,61,58,Sandy,Ground Nuts,49,46,23,28-28
38,50,61,Red,Wheat,15,14,26,20-20
30,47,36,Red,Maize,42,17,42,28-28
21,89,45,Sandy,Ground Nuts,7,26,26,Urea
27,47,65,Black,Wheat,43,5,23,MOP
30,30,46,Sandy,Maize,17,33,39,20-20
24,43,62,Sandy,Maize,49,40,0,DAP
37,37,47,Black,Rice,28,4,38,MOP
37,31,39,Red,Ground Nuts,39,11,12,20-20
33,80,25,Sandy,Ground Nuts,15,28,19,20-20
29,44,27,Red,Cotton,29,36,37,20-20
22,89,51,Loamy,Sugarcane,48,11,35,28-28
28,63,38,Black,Rice,33,24,11,20-20
22,65,51,Loamy,Rice,29,46,4,DAP
30,30,38,Red,Wheat,20,33,4,DAP
31,80,43,Loamy,Ground Nuts,21,10,16,20-20
31,50,43,Loamy,Maize,46,22,37,28-28
22,71,75,Loamy,Maize,24,23,9,DAP
26,30,36,Sandy,Wheat,21,48,15,20-20
33,61,75,Sandy,Ground Nuts,27,17,23,20-20
30,49,75,Black,Cotton,38,9,28,MOP
26,83,37,Red,Maize,32,4,13,MOP
29,76,31,Red,Rice,1,30,9,Urea
30,65,60,Black,Rice,3,24,28,Urea
34,68,42,Red,Ground Nuts,15,16,27,20-20
38,59,75,Red,Maize,11,27,16,20-20
35,36,67,Loamy,Maize,16,0,4,DAP
39,51,37,Loamy,Cotton,35,44,1,DAP
31,86,35,Red,Ground Nuts,15,1,35,MOP
37,79,35,Black,Maize,38,48,49,28-28
32,74,55,Black,Cotton,22,46,39,20-20
24,39,42,Red,Rice,7,39,45,Urea
23,85,41,Black,Cotton,8,1,44,Urea
33,37,58,Black,Maize,13,26,38,20-20
27,56,52,Loamy,Sugarcane,8,7,8,Urea
28,39,43,Black,Ground Nuts,46,26,35,28-28
38,43,74,Sandy,Maize,25,36,4,DAP
22,75,39,Loamy,Sugarcane,35,16,14,20-20
24,88,52,Sandy,Rice,2,3,8,Urea
37,81,50,Red,Ground Nuts,9,43,24,Urea
20,83,59,Black,Wheat,24,49,49,20-20
27,40,77,Sandy,Ground Nuts,3,37,27,Urea
38,35,74,Black,Rice,29,30,26,20-20
36,50,27,Sandy,Rice,49,4,45,MOP
36,62,29,Loamy,Rice,10,24,46,20-20
30,48,20,Red,Cotton,18,27,32,20-20
21,68,40,Sandy,Rice,49,18,32,28-28
25,53,44,Loamy,Wheat,12,36,37,20-20
33,47,51,Red,Maize,35,41,7,DAP
22,64,72,Sandy,Sugarcane,2,22,3,Urea
31,81,65,Sandy,Ground Nuts,47,35,47,28-28
23,72,65,Loamy,Ground Nuts,13,44,42,20-20
31,66,29,Red,Rice,9,12,35,Urea
32,48,79,Red,Sugarcane,37,16,42,28-28
21,82,70,Loamy,Rice,39,49,30,28-28
21,53,76,Black,Cotton,26,29,9,DAP
34,85,67,Loamy,Sugarcane,23,22,48,20-20
36,63,28,Red,Rice,15,48,40,20-20
26,51,39,Loamy,Rice,9,2,41,Urea
33,33,67,Black,Wheat,26,12,7,DAP
31,86,39,Loamy,Wheat,6,31,29,Urea
36,39,78,Loamy,Wheat,27,44,13,20-20
33,31,59,Sandy,Cotton,25,34,44,20-20
25,37,26,Black,Sugarcane,17,1,34,MOP
38,62,30,Red,Cotton,12,46,45,20-20
25,88,40,Black,Maize,7,2,45,Urea
37,67,57,Red,Rice,26,47,2,DAP
24,72,66,Red,Rice,13,28,28,20-20
25,88,38,Sandy,Rice,40,9,15,MOP
21,57,65,Black,Wheat,43,19,9,DAP
27,39,34,Sandy,Rice,5,33,3,Urea
34,74,25,Loamy,Wheat,19,14,49,20-20
34,30,75,Black,Maize,27,39,3,DAP
30,63,29,Loamy,Cotton,22,44,1,DAP
20,32,65,Black,Cotton,11,0,10,MOP
37,38,35,Red,Cotton,23,25,14,20-20
31,34,64,Loamy,Wheat,43,31,10,20-20
31,71,30,Black,Ground Nuts,21,1,22,MOP
30,39,76,Black,Ground Nuts,25,31,37,20-20
27,41,54,Loamy,Sugarcane,21,40,49,20-20
26,47,27,Sandy,Ground Nuts,6,28,29,Urea
21,87,47,Black,Sugarcane,14,19,49,20-20
30,50,22,Sandy,Maize,47,22,0,DAP
29,50,21,Sandy,Sugarcane,29,11,44,20-20
22,30,72,Sandy,Maize,3,43,32,Urea
39,32,33,Sandy,Rice,5,9,44,Urea
29,34,71,Sandy,Cotton,47,18,36,28-28
37,54,48,Red,Ground Nuts,46,9,22,MOP
33,87,72,Sandy,Wheat,1,18,48,Urea
37,78,73,Red,Maize,30,25,47,20-20
27,37,66,Black,Ground Nuts,23,23,17,20-20
29,46,22,Red,Wheat,34,8,9,DAP
32,38,20,Red,Wheat,46,28,16,20-20
27,61,34,Sandy,Cotton,30,28,6,DAP
23,35,39,Black,Rice,24,36,14,20-20
23,78,41,Black,Rice,7,27,26,Urea
24,69,53,Black,Sugarcane,11,2,8,DAP
20,50,69,Loamy,Ground Nuts,1,22,20,Urea
36,36,52,Red,Rice,14,3,36,MOP
21,36,28,Sandy,Cotton,39,13,28,28-28
27,76,22,Loamy,Ground Nuts,31,37,41,20-20
26,68,21,Sandy,Wheat,10,12,44,20-20
34,83,23,Loamy,Maize,16,27,32,20-20
24,56,35,Black,Maize,20,38,5,DAP
21,37,73,Loamy,Rice,21,43,24,20-20
26,38,52,Black,Sugarcane,32,19,34,20-20
27,57,28,Loamy,Maize,28,27,16,20-20
26,44,76,Sandy,Sugarcane,14,31,43,20-20
26,31,59,Sandy,Maize,20,13,26,20-20
33,36,57,Loamy,Sugarcane,1,12,42,Urea
37,76,71,Red,Sugarcane,41,10,39,28-28
25,47,37,Red,Wheat,37,37,24,28-28
23,51,35,Loamy,Cotton,2,38,11,Urea
29,79,27,Red,Maize,24,41,42,20-20
37,39,42,Sandy,Ground Nuts,12,14,36,20-20
31,83,79,Red,Rice,23,8,39,MOP
35,79,55,Loamy,Cotton,30,2,43,MOP
26,62,22,Red,Wheat,14,4,37,MOP
25,36,34,Loamy,Wheat,5,27,40,Urea
24,32,57,Sandy,Wheat,40,41,24,28-28
22,43,52,Black,Rice,9,14,48,Urea
31,73,37,Sandy,Maize,8,2,1,Urea
34,75,42,Sandy,Maize,49,49,0,DAP
29,65,62,Loamy,Sugarcane,40,34,49,28-28
39,42,22,Sandy,Sugarcane,49,6,2,DAP
38,45,49,Sandy,Ground Nuts,40,29,28,28-28
35,45,64,Red,Sugarcane,4,23,13,Urea
30,83,36,Loamy,Rice,44,30,44,28-28
27,34,69,Red,Cotton,43,13,33,28-28
22,81,77,Loamy,Maize,40,15,21,28-28
26,54,77,Red,Sugarcane,18,3,35,MOP
26,67,51,Red,Rice,19,2,14,MOP
33,67,65,Black,Rice,32,34,36,20-20
21,79,76,Sandy,Ground Nuts,42,8,9,DAP
29,67,26,Red,Sugarcane,36,3,8,DAP
38,68,58,Black,Ground Nuts,30,18,49,20-20
28,85,33,Red,Wheat,38,23,34,28-28
35,85,77,Red,Wheat,12,10,45,20-20
38,77,75,Black,Wheat,37,14,41,28-28
37,70,34,Black,Sugarcane,44,35,16,20-20
28,55,63,Black,Rice,5,30,46,Urea
35,88,31,Sandy,Rice,46,7,17,MOP
32,42,27,Sandy,Maize,7,1,48,Urea
29,73,35,Red,Wheat,42,49,24,28-28
39,80,60,Sandy,Sugarcane,9,2,34,Urea
33,55,53,Black,Maize,40,2,15,MOP
31,84,65,Loamy,Rice,3,20,44,Urea
38,84,43,Sandy,Maize,13,11,48,20-20
26,30,75,Black,Wheat,3,13,24,Urea
34,37,48,Black,Cotton,23,22,15,20-20
35,33,35,Black,Wheat,46,12,40,28-28
27,50,24,Black,Wheat,20,15,23,20-20
29,51,24,Red,Sugarcane,9,16,11,Urea
23,80,71,Black,Cotton,45,17,34,28-28
38,82,49,Black,Ground Nuts,24,12,8,DAP
38,87,72,Red,Cotton,5,25,47,Urea
34,66,69,Sandy,Cotton,15,44,36,20-20
33,78,69,Loamy,Rice,43,39,31,28-28
20,32,24,Red,Maize,27,38,18,20-20
35,48,62,Red,Rice,35,30,21,20-20
29,30,32,Sandy,Ground Nuts,32,39,44,20-20
38,58,54,Sandy,Cotton,29,16,33,20-20
22,52,68,Black,Sugarcane,35,31,18,20-20
24,62,44,Sandy,Ground Nuts,24,0,49,MOP
28,84,69,Loamy,Wheat,12,34,11,20-20
37,81,33,Red,Wheat,38,35,17,20-20
30,70,63,Loamy,Rice,14,18,4,DAP
35,52,65,Black,Ground Nuts,37,27,25,28-28
21,34,45,Loamy,Rice,29,1,26,MOP
31,36,37,Black,Sugarcane,13,28,19,20-20
25,86,39,Loamy,Wheat,49,42,7,DAP
30,87,53,Red,Rice,3,28,15,Urea
27,35,26,Loamy,Maize,0,42,1,Urea
31,78,66,Sandy,Rice,2,18,44,Urea
21,51,79,Loamy,Rice,44,27,0,DAP
28,78,29,Red,Cotton,49,33,4,DAP
34,42,34,Black,Maize,35,30,30,20-20
21,41,36,Loamy,Maize,3,36,22,Urea
20,33,30,Loamy,Sugarcane,42,18,20,20-20
29,37,53,Sandy,Cotton,13,31,11,20-20
21,66,46,Black,Maize,24,28,3,DAP
31,60,40,Black,Cotton,38,8,36,MOP
27,66,50,Black,Cotton,2,6,10,Urea
24,74,69,Red,Wheat,6,11,41,Urea
20,55,76,Red,Maize,7,30,39,Urea
34,72,23,Sandy,Wheat,43,17,8,DAP
25,37,60,Loamy,Rice,6,27,25,Urea
31,69,78,Red,Rice,47,49,38,28-28
27,62,79,Black,Wheat,24,20,26,20-20
32,74,68,Loamy,Rice,16,8,28,MOP
38,58,36,Loamy,Wheat,25,33,45,20-20
20,34,68,Loamy,Sugarcane,3,33,42,Urea
30,57,67,Sandy,Cotton,48,46,49,28-28
39,82,39,Red,Sugarcane,17,23,24,20-20
20,69,44,Red,Maize,3,15,17,Urea
27,46,59,Loamy,Sugarcane,16,27,29,20-20
24,84,42,Sandy,Sugarcane,46,45,7,DAP
36,52,34,Sandy,Rice,16,46,1,DAP
27,74,52,Red,Ground Nuts,44,34,21,28-28
29,38,38,Red,Ground Nuts,24,5,20,MOP
21,31,76,Sandy,Wheat,2,37,38,Urea
28,61,34,Black,Maize,11,40,25,20-20
22,80,60,Sandy,Ground Nuts,26,10,28,20-20
37,81,24,Black,Rice,16,3,4,DAP
26,78,35,Red,Maize,21,13,45,20-20
34,60,79,Sandy,Cotton,38,12,13,20-20
39,36,64,Sandy,Wheat,38,14,34,28-28
37,59,67,Sandy,Rice,42,48,5,DAP
22,87,51,Sandy,Sugarcane,47,7,22,MOP
33,32,41,Loamy,Cotton,35,42,16,20-20
21,80,62,Loamy,Sugarcane,15,23,23,20-20
33,80,51,Red,Ground Nuts,36,10,39,28-28
30,85,32,Red,Maize,28,47,28,20-20
35,38,57,Sandy,Cotton,13,34,29,20-20
27,39,45,Loamy,Rice,6,24,23,Urea
26,75,71,Red,Sugarcane,40,22,34,28-28
30,79,36,Black,Ground Nuts,27,46,46,20-20
22,87,24,Loamy,Sugarcane,12,44,36,20-20
36,76,68,Loamy,Maize,15,6,1,DAP
33,55,52,Loamy,Maize,20,4,20,MOP
25,30,46,Sandy,Ground Nuts,3,31,39,Urea
27,59,24,Black,Wheat,38,27,40,28-28
24,86,56,Sandy,Ground Nuts,34,43,4,DAP
27,67,26,Red,Wheat,14,2,34,MOP
21,44,67,Black,Ground Nuts,25,29,43,20-20
34,54,37,Sandy,Ground Nuts,45,43,34,28-28
31,35,50,Loamy,Maize,6,4,18,Urea
36,47,25,Black,Wheat,17,32,15,20-20
20,30,21,Loamy,Ground Nuts,24,19,24,20-20
34,85,32,Red,Sugarcane,36,29,15,20-20
33,32,61,Black,Maize,20,43,30,20-20
39,46,72,Red,Cotton,7,21,32,Urea
35,77,71,Red,Maize,19,21,16,20-20
28,37,30,Red,Ground Nuts,17,37,20,20-20
20,89,45,Black,Rice,18,28,34,20-20
36,78,40,Red,Rice,2,20,48,Urea
32,69,21,Sandy,Maize,37,17,22,28-28
24,46,59,Sandy,Cotton,17,47,48,20-20
29,54,75,Red,Maize,26,10,15,20-20
25,70,73,Loamy,Cotton,14,9,37,MOP
38,41,70,Red,Ground Nuts,45,34,49,28-28
32,58,39,Red,Sugarcane,20,25,13,20-20
20,54,36,Loamy,Sugarcane,21,49,39,20-20
39,80,35,Black,Cotton,7,43,40,Urea
34,65,76,Black,Wheat,10,45,49,20-20
33,82,61,Red,Sugarcane,42,3,32,MOP
27,83,24,Sandy,Rice,11,9,20,MOP
29,54,33,Sandy,Maize,47,38,16,20-20
28,58,43,Sandy,Ground Nuts,38,15,3,DAP
36,40,70,Red,Wheat,26,40,15,20-20
28,89,23,Sandy,Rice,34,29,29,20-20
22,33,71,Sandy,Maize,1,2,43,Urea
30,43,67,Black,Rice,34,33,44,20-20
31,75,43,Red,Wheat,30,24,33,20-20
29,67,66,Black,Cotton,7,37,21,Urea
36,46,79,Loamy,Maize,19,41,43,20-20
36,31,28,Black,Rice,7,35,41,Urea
30,37,22,Red,Ground Nuts,3,3,28,Urea
23,65,74,Sandy,Ground Nuts,30,41,46,20-20
26,39,28,Red,Rice,31,9,4,DAP
33,36,37,Black,Wheat,12,12,0,DAP
26,65,55,Red,Wheat,21,5,39,MOP
27,45,38,Red,Ground Nuts,25,6,24,MOP
20,43,43,Black,Ground Nuts,16,27,49,20-20
23,45,23,Black,Wheat,28,36,5,DAP
31,54,28,Loamy,Cotton,26,14,22,20-20
22,70,52,Loamy,Sugarcane,21,29,32,20-20
32,33,20,Black,Rice,17,39,13,20-20
39,58,71,Red,Cotton,4,9,41,Urea
25,85,70,Black,Rice,11,11,35,20-20
30,35,54,Sandy,Ground Nuts,1,16,17,Urea
23,30,29,Loamy,Cotton,41,47,39,28-28
39,68,31,Sandy,Ground Nuts,6,29,43,Urea
35,30,37,Red,Ground Nuts,46,0,9,DAP
26,80,33,Sandy,Ground Nuts,25,35,44,20-20
30,69,29,Black,Maize,38,39,38,28-28
20,86,29,Black,Sugarcane,14,23,48,20-20
26,32,37,Black,Ground Nuts,47,37,11,20-20
